epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6875.76,0.26442,1.08241,0.85,0.99858,0.99898,0.995,0.99396,0.14055,0.26908,0.78145,0.000237964,0.000237964,0.000237964
